AREA_A,AREA_B,DIST_KM
E09000006,E09000012,21.585
E09000018,E09000012,22.994
E09000009,E09000012,18.864
E09000016,E09000012,19.713
E09000017,E09000012,26.545
E09000015,E09000012,19.919
E09000005,E09000012,14.198
E09000003,E09000012,12.396
E09000022,E09000012,11.597
E09000028,E09000012,8.713
E09000023,E09000012,11.947
E09000011,E09000012,11.96
E09000004,E09000012,17.528
E09000010,E09000012,11.107
E09000031,E09000012,5.824
E09000026,E09000012,10.339
E09000029,E09000012,22.596
E09000027,E09000012,21.153
E09000024,E09000012,18.362
E09000032,E09000012,14.044
E09000013,E09000012,12.648
E09000020,E09000012,10.595
E09000033,E09000012,8.005
E09000007,E09000012,6.559
E09000030,E09000012,4.524
E09000019,E09000012,3.282
E09000012,E09000012,0
E09000014,E09000012,5.229
E09000025,E09000012,7.545
E09000002,E09000012,13.659
E09000001,E09000012,4.67
E08000016,E09000012,242.114
E08000025,E09000012,162.168
E08000001,E09000012,278.108
E08000032,E09000012,282.281
E08000002,E09000012,272.954
E08000033,E09000012,273.709
E08000031,E09000012,182.195
E08000026,E09000012,138.761
E08000017,E09000012,232.406
E08000027,E09000012,174.405
E08000037,E09000012,391.586
E08000034,E09000012,257.967
E08000011,E09000012,280.68
E08000035,E09000012,271.061
E08000012,E09000012,282.123
E08000003,E09000012,257.505
E08000021,E09000012,398.853
E08000022,E09000012,398.66
E08000004,E09000012,260.059
E08000005,E09000012,269.932
E08000018,E09000012,222.583
E08000006,E09000012,266.33
E08000028,E09000012,171.151
E08000014,E09000012,300.318
E08000019,E09000012,229.458
E08000029,E09000012,149.085
E08000023,E09000012,390.542
E08000007,E09000012,248.266
E08000013,E09000012,278.568
E08000024,E09000012,381.703
E08000008,E09000012,253.516
E08000009,E09000012,259.492
E08000036,E09000012,251.7
E08000030,E09000012,174.853
E08000010,E09000012,278.314
E08000015,E09000012,288.43
W06000011,E09000012,277.101
S12000041,E09000012,604.776
E06000022,E09000012,169.01
E06000055,E09000012,76.367
E06000008,E09000012,288.383
E06000009,E09000012,322.253
W06000019,E09000012,217.849
E06000028,E09000012,154.538
E06000036,E09000012,49.642
W06000014,E09000012,231.865
W06000018,E09000012,217.867
W06000022,E09000012,200.941
W06000012,E09000012,255.186
E06000056,E09000012,56.719
E06000049,E09000012,238.81
E06000050,E09000012,258.243
E06000023,E09000012,188.254
E06000015,E09000012,179.178
E06000010,E09000012,246.308
E06000016,E09000012,141.104
E06000018,E09000012,174.121
E06000031,E09000012,118.23
E06000045,E09000012,116.987
E06000021,E09000012,217.082
S12000005,E09000012,565.796
W06000003,E09000012,306.28
E06000047,E09000012,369.329
E06000019,E09000012,194.708
E06000005,E09000012,347.981
S12000042,E09000012,580.016
S12000008,E09000012,520.287
S12000045,E09000012,561.394
S12000011,E09000012,546.684
E06000011,E09000012,259.179
S12000014,E09000012,552.046
S12000046,E09000012,552.957
E06000006,E09000012,268.835
E06000001,E09000012,355.826
S12000018,E09000012,574.028
E06000032,E09000012,45.535
E06000035,E09000012,46.149
W06000024,E09000012,229.133
E06000002,E09000012,341.629
S12000019,E09000012,516.849
E06000042,E09000012,75.04
E06000012,E09000012,221.649
S12000044,E09000012,544.831
E06000013,E09000012,229.963
W06000013,E09000012,245.23
S12000024,E09000012,609.378
E06000029,E09000012,160.786
W06000023,E09000012,245.537
E06000038,E09000012,64.849
E06000003,E09000012,340.043
S12000038,E09000012,561.805
W06000016,E09000012,233.811
E06000017,E09000012,129.794
S12000026,E09000012,482.639
E06000051,E09000012,219.031
W06000004,E09000012,282.171
W06000010,E09000012,285.792
W06000005,E09000012,280.749
E06000039,E09000012,36.607
E06000033,E09000012,54.966
E06000025,E09000012,166.918
S12000029,E09000012,515.241
S12000030,E09000012,592.641
E06000004,E09000012,345.501
E06000030,E09000012,116.52
E06000020,E09000012,211.462
E06000043,E09000012,78.992
E06000034,E09000012,30.718
W06000020,E09000012,207.623
E06000027,E09000012,272.88
E06000007,E09000012,266.498
E06000037,E09000012,86.912
S12000039,E09000012,573.729
S12000040,E09000012,534.694
E06000054,E09000012,133.853
E06000040,E09000012,44.765
E06000041,E09000012,58.592
W06000006,E09000012,257.331
E06000014,E09000012,276.067
E07000144,E09000012,158.733
E07000147,E09000012,167.251
E07000044,E09000012,294.725
E07000046,E09000012,301.629
E06000046,E09000012,130.182
W06000001,E09000012,350.851
W06000002,E09000012,308.994
W06000015,E09000012,217.606
W06000008,E09000012,286.732
W06000021,E09000012,195.32
W06000009,E09000012,335.031
E06000024,E09000012,191.018
S12000017,E09000012,735.516
S12000020,E09000012,690.81
S12000023,E09000012,853.058
S12000013,E09000012,831.485
S12000035,E09000012,621.476
S12000034,E09000012,654.525
S12000015,E09000012,557.787
S12000033,E09000012,638.373
S12000036,E09000012,531.021
S12000010,E09000012,518.823
S12000027,E09000012,987.04
S12000021,E09000012,559.92
S12000006,E09000012,469.592
E06000044,E09000012,107.977
E06000026,E09000012,312.671
S12000028,E09000012,515.054
E06000057,E09000012,431.483
E06000052,E09000012,357.901
E06000053,E09000012,476.362
N92000002,E09000012,559.231
GI,E09000012,1764.805
E07000007,E09000014,49.443
E07000006,E09000014,33.662
E07000005,E09000014,37.383
E07000004,E09000014,63.344
E07000010,E09000014,108.802
E07000012,E09000014,66.084
E07000009,E09000014,88.169
E07000011,E09000014,87.48
E07000008,E09000014,69.742
E07000029,E09000014,382.929
E07000028,E09000014,416.935
E07000031,E09000014,352.58
E07000026,E09000014,405.677
E07000030,E09000014,375.985
E07000027,E09000014,351.089
E07000037,E09000014,231.753
E07000039,E09000014,169.969
E07000036,E09000014,171.88
E07000038,E09000014,203.514
E07000032,E09000014,184.948
E07000033,E09000014,197.541
E07000035,E09000014,202.311
E07000034,E09000014,205.142
E07000043,E09000014,271.484
E07000040,E09000014,236.461
E07000045,E09000014,271.52
E07000047,E09000014,294.563
E07000042,E09000014,253.548
E07000041,E09000014,256.819
E07000051,E09000014,173.958
E07000048,E09000014,149.344
E07000052,E09000014,194.558
E07000049,E09000014,152.624
E07000050,E09000014,167.233
E07000053,E09000014,197.292
E07000063,E09000014,79.176
E07000064,E09000014,84.182
E07000065,E09000014,72.522
E07000061,E09000014,94.271
E07000062,E09000014,93.14
E07000068,E09000014,29.46
E07000075,E09000014,63.547
E07000072,E09000014,22.091
E07000076,E09000014,90.064
E07000077,E09000014,46.704
E07000070,E09000014,43.397
E07000071,E09000014,73.898
E07000074,E09000014,63.055
E07000067,E09000014,62.02
E07000073,E09000014,24.803
E07000066,E09000014,39.76
E07000069,E09000014,49.056
E07000080,E09000014,166.747
E07000079,E09000014,125.928
E07000082,E09000014,152.459
E07000083,E09000014,142.234
E07000081,E09000014,150.127
E07000078,E09000014,140
E07000084,E09000014,83.798
E07000091,E09000014,133.621
E07000086,E09000014,112.205
E07000085,E09000014,82.341
E07000094,E09000014,99.682
E07000093,E09000014,110.392
E07000089,E09000014,64.586
E07000088,E09000014,114.148
E07000087,E09000014,113.227
E07000090,E09000014,103.889
E07000092,E09000014,57.867
E07000102,E09000014,25.679
E07000098,E09000014,15.425
E07000095,E09000014,15.555
E07000096,E09000014,36.531
E07000242,E09000014,31.316
E07000240,E09000014,25.935
E07000241,E09000014,20.529
E07000099,E09000014,41.437
E07000103,E09000014,22.233
E07000243,E09000014,35.378
E07000116,E09000014,64.882
E07000112,E09000014,97.257
E07000111,E09000014,40.065
E07000115,E09000014,47.839
E07000114,E09000014,103.989
E07000105,E09000014,82.294
E07000106,E09000014,90.728
E07000108,E09000014,105.911
E07000110,E09000014,62.08
E07000113,E09000014,69.706
E07000107,E09000014,30.647
E07000109,E09000014,40.521
E07000127,E09000014,292.848
E07000121,E09000014,326.9
E07000118,E09000014,287.463
E07000126,E09000014,295.85
E07000125,E09000014,275.863
E07000119,E09000014,309.415
E07000123,E09000014,302.79
E07000128,E09000014,317.067
E07000122,E09000014,289.359
E07000124,E09000014,302.161
E07000120,E09000014,286.322
E07000117,E09000014,282.302
E07000132,E09000014,144.078
E07000134,E09000014,156.861
E07000133,E09000014,143.594
E07000131,E09000014,122.293
E07000129,E09000014,133.211
E07000130,E09000014,146.006
E07000135,E09000014,129.84
E07000142,E09000014,202.086
E07000141,E09000014,143.377
E07000140,E09000014,134.402
E07000136,E09000014,154.063
E07000139,E09000014,167.439
E07000137,E09000014,184.816
E07000138,E09000014,184.355
E07000145,E09000014,168.349
E07000149,E09000014,139.931
E07000146,E09000014,132.48
E07000143,E09000014,128.496
E07000148,E09000014,149.998
E07000155,E09000014,87.504
E07000152,E09000014,100.604
E07000151,E09000014,103.421
E07000156,E09000014,88.024
E07000153,E09000014,103.363
E07000154,E09000014,90.094
E07000150,E09000014,108.847
E07000168,E09000014,310.888
E07000169,E09000014,254.051
E07000163,E09000014,309.951
E07000166,E09000014,331.783
E07000165,E09000014,293.2
E07000167,E09000014,295.776
E07000164,E09000014,310.834
E07000171,E09000014,202.287
E07000176,E09000014,159.018
E07000173,E09000014,174.209
E07000170,E09000014,184.581
E07000175,E09000014,179.35
E07000172,E09000014,173.14
E07000174,E09000014,190.172
E07000180,E09000014,92.522
E07000179,E09000014,66.929
E07000177,E09000014,90.423
E07000181,E09000014,100.528
E07000178,E09000014,80.491
E07000191,E09000014,240.939
E07000187,E09000014,174.949
E07000190,E09000014,222.177
E07000189,E09000014,193.439
E07000188,E09000014,203.057
E07000198,E09000014,209.119
E07000196,E09000014,182.589
E07000194,E09000014,168.544
E07000195,E09000014,217.007
E07000197,E09000014,198.875
E07000193,E09000014,183.317
E07000192,E09000014,178.869
E07000199,E09000014,157.635
E07000206,E09000014,148.356
E07000200,E09000014,87.161
E07000205,E09000014,122.484
E07000204,E09000014,89.495
E07000201,E09000014,95.708
E07000203,E09000014,110.225
E07000202,E09000014,101.571
E07000216,E09000014,61.141
E07000215,E09000014,40.663
E07000217,E09000014,44.027
E07000214,E09000014,47.833
E07000212,E09000014,37.225
E07000209,E09000014,49.495
E07000211,E09000014,37.963
E07000210,E09000014,44.702
E07000207,E09000014,32.623
E07000213,E09000014,31.072
E07000208,E09000014,29.922
E07000218,E09000014,148.994
E07000220,E09000014,121.777
E07000222,E09000014,129.29
E07000221,E09000014,123.14
E07000219,E09000014,138.1
E07000224,E09000014,89.342
E07000223,E09000014,84.035
E07000225,E09000014,85.056
E07000228,E09000014,63.367
E07000227,E09000014,68.775
E07000229,E09000014,87.029
E07000226,E09000014,51.974
E07000235,E09000014,167.482
E07000239,E09000014,172.791
E07000238,E09000014,148.227
E07000234,E09000014,156.679
E07000237,E09000014,159.715
E07000236,E09000014,148.332
E09000021,E09000014,25.741
E09000008,E09000014,26.186
E09000006,E09000014,26.687
E09000018,E09000014,22.493
E09000009,E09000014,17.243
E09000016,E09000014,22.93
E09000017,E09000014,24.068
E09000015,E09000014,16.219
E09000005,E09000014,11.664
E09000003,E09000014,7.655
E09000022,E09000014,15.208
E09000028,E09000014,13.126
E09000023,E09000014,16.925
E09000011,E09000014,17.155
E09000004,E09000014,22.54
E09000010,E09000014,6.887
E09000031,E09000014,6.583
E09000026,E09000014,12.715
E09000029,E09000014,25.857
E09000027,E09000014,21.723
E09000024,E09000014,21.016
E09000032,E09000014,16.336
E09000013,E09000014,13.203
E09000020,E09000014,11.53
E09000033,E09000014,9.313
E09000007,E09000014,5.994
E09000030,E09000014,9.718
E09000019,E09000014,4.664
E09000012,E09000014,5.229
E09000014,E09000014,0
E09000025,E09000014,12.288
E09000002,E09000014,17.464
E09000001,E09000014,8.514
E08000016,E09000014,237.003
E08000025,E09000014,157.089
E08000001,E09000014,272.88
E08000032,E09000014,277.152
E08000002,E09000014,267.731
E08000033,E09000014,268.537
E08000031,E09000014,177.128
E08000026,E09000014,133.611
E08000017,E09000014,227.458
E08000027,E09000014,169.411
E08000037,E09000014,386.689
E08000034,E09000014,252.818
E08000011,E09000014,275.472
E08000035,E09000014,266.021
E08000012,E09000014,276.928
E08000003,E09000014,252.279
E08000021,E09000014,393.974
E08000022,E09000014,393.827
E08000004,E09000014,254.854
E08000005,E09000014,264.723
E08000018,E09000014,217.521
E08000006,E09000014,261.101
E08000028,E09000014,166.098
E08000014,E09000014,295.108
E08000019,E09000014,224.315
E08000029,E09000014,144.007
E08000023,E09000014,385.723
E08000007,E09000014,243.042
E08000013,E09000014,273.349
E08000024,E09000014,376.87
E08000008,E09000014,248.302
E08000009,E09000014,254.263
E08000036,E09000014,246.654
E08000030,E09000014,169.736
E08000010,E09000014,273.086
E08000015,E09000014,283.259
W06000011,E09000014,273.809
S12000041,E09000014,599.834
E06000022,E09000014,166.511
E06000055,E09000014,71.306
E06000008,E09000014,283.158
E06000009,E09000014,317.026
W06000019,E09000014,214.295
E06000028,E09000014,154.549
E06000036,E09000014,48.351
W06000014,E09000014,228.97
W06000018,E09000014,214.543
W06000022,E09000014,197.792
W06000012,E09000014,251.826
E06000056,E09000014,51.561
E06000049,E09000014,233.594
E06000050,E09000014,253.065
E06000023,E09000014,185.419
E06000015,E09000014,173.961
E06000010,E09000014,241.87
E06000016,E09000014,135.896
E06000018,E09000014,168.98
E06000031,E09000014,113.711
E06000045,E09000014,117.178
E06000021,E09000014,211.871
S12000005,E09000014,560.681
W06000003,E09000014,301.298
E06000047,E09000014,364.352
E06000019,E09000014,190.437
E06000005,E09000014,343.063
S12000042,E09000014,575.039
S12000008,E09000014,515.076
S12000045,E09000014,556.219
S12000011,E09000014,541.486
E06000011,E09000014,254.649
S12000014,E09000014,546.911
S12000046,E09000014,547.773
E06000006,E09000014,263.629
E06000001,E09000014,351.03
S12000018,E09000014,568.82
E06000032,E09000014,40.313
E06000035,E09000014,50.44
W06000024,E09000014,225.643
E06000002,E09000014,336.826
S12000019,E09000014,511.779
E06000042,E09000014,69.815
E06000012,E09000014,217.365
S12000044,E09000014,539.671
E06000013,E09000014,225.317
W06000013,E09000014,242.098
S12000024,E09000014,604.295
E06000029,E09000014,160.653
W06000023,E09000014,241.14
E06000038,E09000014,62.701
E06000003,E09000014,335.322
S12000038,E09000014,556.603
W06000016,E09000014,230.498
E06000017,E09000014,124.827
S12000026,E09000014,477.588
E06000051,E09000014,214.119
W06000004,E09000014,277.136
W06000010,E09000014,282.106
W06000005,E09000014,275.63
E06000039,E09000014,34.432
E06000033,E09000014,58.273
E06000025,E09000014,163.857
S12000029,E09000014,510.07
S12000030,E09000014,587.481
E06000004,E09000014,340.661
E06000030,E09000014,113.411
E06000020,E09000014,206.415
E06000043,E09000014,83.1
E06000034,E09000014,34.63
W06000020,E09000014,204.197
E06000027,E09000014,272
E06000007,E09000014,261.275
E06000037,E09000014,84.521
S12000039,E09000014,568.537
S12000040,E09000014,529.571
E06000054,E09000014,131.787
E06000040,E09000014,42.685
E06000041,E09000014,56.784
W06000006,E09000014,252.275
E06000014,E09000014,271.229
E07000144,E09000014,157.162
E07000147,E09000014,165.158
E07000044,E09000014,293.782
E07000046,E09000014,299.602
E06000046,E09000014,131.384
W06000001,E09000014,345.916
W06000002,E09000014,304.215
W06000015,E09000014,214.592
W06000008,E09000014,282.561
W06000021,E09000014,191.749
W06000009,E09000014,331.457
E06000024,E09000014,188.344
S12000017,E09000014,730.428
S12000020,E09000014,685.886
S12000023,E09000014,848.291
S12000013,E09000014,826.293
S12000035,E09000014,616.253
S12000034,E09000014,649.681
S12000015,E09000014,552.759
S12000033,E09000014,633.608
S12000036,E09000014,525.938
S12000010,E09000014,513.828
S12000027,E09000014,982.605
S12000021,E09000014,554.695
S12000006,E09000014,464.374
E06000044,E09000014,109.246
E06000026,E09000014,311.534
S12000028,E09000014,509.826
E06000057,E09000014,426.531
E06000052,E09000014,356.424
E06000053,E09000014,474.938
N92000002,E09000014,554.161
GI,E09000014,1768.094
E07000007,E09000025,60.637
E07000006,E09000025,43.655
E07000005,E09000025,49.15
E07000004,E09000025,75.621
E07000010,E09000025,115.265
E07000012,E09000025,71.92
E07000009,E09000025,92.495
E07000011,E09000025,95.856
E07000008,E09000025,75.103
E07000029,E09000025,394.399
E07000028,E09000025,427.574
E07000031,E09000025,363.794
E07000026,E09000025,416.842
E07000030,E09000025,386.742
E07000027,E09000025,362.685
E07000037,E09000025,242.989
E07000039,E09000025,181.577
E07000036,E09000025,183.006
E07000038,E09000025,214.357
E07000032,E09000025,196.116
E07000033,E09000025,208.1
E07000035,E09000025,213.651
E07000034,E09000025,215.864
E07000043,E09000025,280.182
E07000040,E09000025,243.431
E07000045,E09000025,278.333
E07000047,E09000025,301.926
E07000042,E09000025,261.305
E07000041,E09000025,263.924
E07000051,E09000025,178.585
E07000048,E09000025,153.492
E07000052,E09000025,200.715
E07000049,E09000025,157.97
E07000050,E09000025,173.526
E07000053,E09000025,202.281
E07000063,E09000025,71.759
E07000064,E09000025,72.963
E07000065,E09000025,63.253
E07000061,E09000025,85.036
E07000062,E09000025,82.084
E07000068,E09000025,22.652
E07000075,E09000025,54.015
E07000072,E09000025,21.659
E07000076,E09000025,83.781
E07000077,E09000025,48.348
E07000070,E09000025,37.821
E07000071,E09000025,68.694
E07000074,E09000025,55.504
E07000067,E09000025,59.894
E07000073,E09000025,27.308
E07000066,E09000025,30.553
E07000069,E09000025,38.674
E07000080,E09000025,177.963
E07000079,E09000025,137.338
E07000082,E09000025,163.377
E07000083,E09000025,153.96
E07000081,E09000025,161.499
E07000078,E09000025,151.595
E07000084,E09000025,90.66
E07000091,E09000025,137.922
E07000086,E09000025,115.953
E07000085,E09000025,85.569
E07000094,E09000025,103.855
E07000093,E09000025,116.629
E07000089,E09000025,70.399
E07000088,E09000025,115.969
E07000087,E09000025,115.783
E07000090,E09000025,104.974
E07000092,E09000025,62.706
E07000102,E09000025,37.599
E07000098,E09000025,27.697
E07000095,E09000025,22.822
E07000096,E09000025,48.819
E07000242,E09000025,37.753
E07000240,E09000025,37.888
E07000241,E09000025,31.141
E07000099,E09000025,50.642
E07000103,E09000025,34.347
E07000243,E09000025,44.818
E07000116,E09000025,53.453
E07000112,E09000025,84.982
E07000111,E09000025,29.498
E07000115,E09000025,35.925
E07000114,E09000025,92.62
E07000105,E09000025,70.035
E07000106,E09000025,78.827
E07000108,E09000025,93.935
E07000110,E09000025,49.835
E07000113,E09000025,57.743
E07000107,E09000025,18.359
E07000109,E09000025,28.292
E07000127,E09000025,304.671
E07000121,E09000025,338.205
E07000118,E09000025,299.093
E07000126,E09000025,307.462
E07000125,E09000025,287.146
E07000119,E09000025,321.116
E07000123,E09000025,314.317
E07000128,E09000025,328.622
E07000122,E09000025,300.38
E07000124,E09000025,313.392
E07000120,E09000025,297.652
E07000117,E09000025,293.451
E07000132,E09000025,155.819
E07000134,E09000025,168.389
E07000133,E09000025,153.892
E07000131,E09000025,133.531
E07000129,E09000025,144.79
E07000130,E09000025,157.12
E07000135,E09000025,141.154
E07000142,E09000025,210.512
E07000141,E09000025,152.476
E07000140,E09000025,141.449
E07000136,E09000025,161.07
E07000139,E09000025,176.023
E07000137,E09000025,191.644
E07000138,E09000025,193.147
E07000145,E09000025,166.591
E07000149,E09000025,138.944
E07000146,E09000025,136.756
E07000143,E09000025,130.176
E07000148,E09000025,149.68
E07000155,E09000025,99.689
E07000152,E09000025,110.468
E07000151,E09000025,115.248
E07000156,E09000025,99.129
E07000153,E09000025,114.236
E07000154,E09000025,101.806
E07000150,E09000025,119.294
E07000168,E09000025,319.145
E07000169,E09000025,263.649
E07000163,E09000025,320.745
E07000166,E09000025,342.042
E07000165,E09000025,303.282
E07000167,E09000025,304.516
E07000164,E09000025,320.311
E07000171,E09000025,212.019
E07000176,E09000025,169.586
E07000173,E09000025,184.742
E07000170,E09000025,195.293
E07000175,E09000025,189.27
E07000172,E09000025,184.047
E07000174,E09000025,200.593
E07000180,E09000025,103.201
E07000179,E09000025,77.766
E07000177,E09000025,102.615
E07000181,E09000025,112.242
E07000178,E09000025,92.037
E07000191,E09000025,249.651
E07000187,E09000025,183.349
E07000190,E09000025,230.156
E07000189,E09000025,200.865
E07000188,E09000025,211.667
E07000198,E09000025,220.834
E07000196,E09000025,194.835
E07000194,E09000025,180.579
E07000195,E09000025,229.049
E07000197,E09000025,210.97
E07000193,E09000025,195.147
E07000192,E09000025,190.984
E07000199,E09000025,169.649
E07000206,E09000025,145.48
E07000200,E09000025,84.053
E07000205,E09000025,118.217
E07000204,E09000025,89.996
E07000201,E09000025,98.171
E07000203,E09000025,108.127
E07000202,E09000025,97.262
E07000216,E09000025,62.765
E07000215,E09000025,33.829
E07000217,E09000025,47.884
E07000214,E09000025,53.313
E07000212,E09000025,42.861
E07000209,E09000025,51.989
E07000211,E09000025,34.377
E07000210,E09000025,43.156
E07000207,E09000025,35.34
E07000213,E09000025,36.907
E07000208,E09000025,29.466
E07000218,E09000025,161.066
E07000220,E09000025,133.824
E07000222,E09000025,141.553
E07000221,E09000025,135.419
E07000219,E09000025,150.112
E07000224,E09000025,87.245
E07000223,E09000025,79.461
E07000225,E09000025,85.217
E07000228,E09000025,57.451
E07000227,E09000025,65.66
E07000229,E09000025,83.31
E07000226,E09000025,47.202
E07000235,E09000025,179.56
E07000239,E09000025,185.055
E07000238,E09000025,160.383
E07000234,E09000025,168.965
E07000237,E09000025,171.855
E07000236,E09000025,160.604
E09000021,E09000025,27.34
E09000008,E09000025,20.962
E09000006,E09000025,17.259
E09000018,E09000025,28.773
E09000009,E09000025,25.58
E09000016,E09000025,13.31
E09000017,E09000025,33.562
E09000015,E09000025,27.421
E09000005,E09000025,21.472
E09000003,E09000025,19.82
E09000022,E09000025,13.535
E09000028,E09000025,9.713
E09000023,E09000025,9.623
E09000011,E09000025,5.968
E09000004,E09000025,10.339
E09000010,E09000025,16.291
E09000031,E09000025,8.239
E09000026,E09000025,7.057
E09000029,E09000025,23.657
E09000027,E09000025,26.042
E09000024,E09000025,20.864
E09000032,E09000025,17.631
E09000013,E09000025,18.278
E09000020,E09000025,16.201
E09000033,E09000025,13.822
E09000007,E09000025,13.698
E09000030,E09000025,5.162
E09000019,E09000025,10.53
E09000012,E09000025,7.545
E09000014,E09000025,12.288
E09000025,E09000025,0
E09000002,E09000025,6.9
E09000001,E09000025,9.127
E08000016,E09000025,247.567
E08000025,E09000025,169.331
E08000001,E09000025,284.456
E08000032,E09000025,287.813
E08000002,E09000025,279.168
E08000033,E09000025,279.478
E08000031,E09000025,189.379
E08000026,E09000025,145.76
E08000017,E09000025,237.234
E08000027,E09000025,181.694
E08000037,E09000025,396.207
E08000034,E09000025,263.604
E08000011,E09000025,287.419
E08000035,E09000025,276.211
E08000012,E09000025,288.935
E08000003,E09000025,263.791
E08000021,E09000025,403.416
E08000022,E09000025,403.084
E08000004,E09000025,266.074
E08000005,E09000025,275.982
E08000018,E09000025,227.83
E08000006,E09000025,272.69
E08000028,E09000025,178.358
E08000014,E09000025,307.035
E08000019,E09000025,235.074
E08000029,E09000025,156.251
E08000023,E09000025,394.923
E08000007,E09000025,254.522
E08000013,E09000025,285.209
E08000024,E09000025,386.13
E08000008,E09000025,259.621
E08000009,E09000025,265.913
E08000036,E09000025,256.875
E08000030,E09000025,181.937
E08000010,E09000025,284.804
E08000015,E09000025,295.352
W06000011,E09000025,284.273
S12000041,E09000025,609.529
E06000022,E09000025,175.683
E06000055,E09000025,81.76
E06000008,E09000025,294.621
E06000009,E09000025,328.765
W06000019,E09000025,225.163
E06000028,E09000025,158.783
E06000036,E09000025,55.594
W06000014,E09000025,238.799
W06000018,E09000025,225.064
W06000022,E09000025,208.042
W06000012,E09000025,262.399
E06000056,E09000025,62.592
E06000049,E09000025,245.481
E06000050,E09000025,265.136
E06000023,E09000025,195.158
E06000015,E09000025,185.317
E06000010,E09000025,249.723
E06000016,E09000025,147.174
E06000018,E09000025,179.746
E06000031,E09000025,121.975
E06000045,E09000025,121.093
E06000021,E09000025,223.798
S12000005,E09000025,571.228
W06000003,E09000025,313.583
E06000047,E09000025,374.226
E06000019,E09000025,202.245
E06000005,E09000025,352.68
S12000042,E09000025,584.89
S12000008,E09000025,526.336
S12000045,E09000025,567.155
S12000011,E09000025,552.61
E06000011,E09000025,262.813
S12000014,E09000025,557.576
S12000046,E09000025,558.781
E06000006,E09000025,275.582
E06000001,E09000025,360.147
S12000018,E09000025,580.039
E06000032,E09000025,51.906
E06000035,E09000025,38.631
W06000024,E09000025,236.416
E06000002,E09000025,345.974
S12000019,E09000025,522.085
E06000042,E09000025,81.642
E06000012,E09000025,224.722
S12000044,E09000025,550.501
E06000013,E09000025,233.907
W06000013,E09000025,252.313
S12000024,E09000025,614.665
E06000029,E09000025,165.192
W06000023,E09000025,253.082
E06000038,E09000025,71.398
E06000003,E09000025,344.152
S12000038,E09000025,567.762
W06000016,E09000025,241
E06000017,E09000025,134.757
S12000026,E09000025,487.799
E06000051,E09000025,226.404
W06000004,E09000025,289.405
W06000010,E09000025,293.16
W06000005,E09000025,287.825
E06000039,E09000025,43.339
E06000033,E09000025,47.977
E06000025,E09000025,173.973
S12000029,E09000025,520.978
S12000030,E09000025,598.316
E06000004,E09000025,349.954
E06000030,E09000025,123.627
E06000020,E09000025,218.677
E06000043,E09000025,76.95
E06000034,E09000025,23.407
W06000020,E09000025,214.876
E06000027,E09000025,278.032
E06000007,E09000025,273.093
E06000037,E09000025,93.582
S12000039,E09000025,579.606
S12000040,E09000025,540.166
E06000054,E09000025,140.211
E06000040,E09000025,51.366
E06000041,E09000025,64.91
W06000006,E09000025,264.531
E06000014,E09000025,280.535
E07000144,E09000025,157.096
E07000147,E09000025,166.391
E07000044,E09000025,299.935
E07000046,E09000025,307.877
E06000046,E09000025,132.962
W06000001,E09000025,358.204
W06000002,E09000025,316.458
W06000015,E09000025,224.619
W06000008,E09000025,294.254
W06000021,E09000025,202.645
W06000009,E09000025,342.347
E06000024,E09000025,197.809
S12000017,E09000025,740.823
S12000020,E09000025,695.495
S12000023,E09000025,857.25
S12000013,E09000025,837.362
S12000035,E09000025,627.665
S12000034,E09000025,658.955
S12000015,E09000025,562.851
S12000033,E09000025,642.571
S12000036,E09000025,536.316
S12000010,E09000025,523.768
S12000027,E09000025,990.351
S12000021,E09000025,566.154
S12000006,E09000025,475.712
E06000044,E09000025,110.73
E06000026,E09000025,318.077
S12000028,E09000025,521.38
E06000057,E09000025,436.285
E06000052,E09000025,363.634
E06000053,E09000025,482.026
N92000002,E09000025,566.405
GI,E09000025,1763.946
E07000007,E09000002,66.74
E07000006,E09000002,50.174
E07000005,E09000002,54.843
E07000004,E09000002,80.328
E07000010,E09000002,113.465
E07000012,E09000002,70.05
E07000009,E09000002,89.582
E07000011,E09000002,95.451
E07000008,E09000002,72.917
E07000029,E09000002,396.603
E07000028,E09000002,428.737
E07000031,E09000002,365.655
E07000026,E09000002,418.627
E07000030,E09000002,388.045
E07000027,E09000002,365.086
E07000037,E09000002,244.931
E07000039,E09000002,184.09
E07000036,E09000002,184.862
E07000038,E09000002,215.848
E07000032,E09000002,198.011
E07000033,E09000002,209.287
E07000035,E09000002,215.751
E07000034,E09000002,217.217
E07000043,E09000002,287.031
E07000040,E09000002,250.321
E07000045,E09000002,285.216
E07000047,E09000002,308.826
E07000042,E09000002,268.203
E07000041,E09000002,270.819
E07000051,E09000002,185.262
E07000048,E09000002,160.105
E07000052,E09000002,207.562
E07000049,E09000002,164.748
E07000050,E09000002,180.387
E07000053,E09000002,209.003
E07000063,E09000002,74.165
E07000064,E09000002,71.741
E07000065,E09000002,64.307
E07000061,E09000002,85.923
E07000062,E09000002,81.03
E07000068,E09000002,16.199
E07000075,E09000002,47.193
E07000072,E09000002,18.379
E07000076,E09000002,77.035
E07000077,E09000002,44.625
E07000070,E09000002,31.42
E07000071,E09000002,62.183
E07000074,E09000002,48.643
E07000067,E09000002,54.358
E07000073,E09000002,25.022
E07000066,E09000002,23.662
E07000069,E09000002,32.03
