AREA_A,AREA_B,DIST_KM
E07000213,E07000152,114.945
E07000208,E07000152,125.71
E07000218,E07000152,75.648
E07000220,E07000152,55.338
E07000222,E07000152,74.073
E07000221,E07000152,81.103
E07000219,E07000152,64.868
E07000224,E07000152,179.839
E07000223,E07000152,180.105
E07000225,E07000152,169.748
E07000228,E07000152,162.146
E07000227,E07000152,163.188
E07000229,E07000152,181.344
E07000226,E07000152,150.04
E07000235,E07000152,127.843
E07000239,E07000152,119.416
E07000238,E07000152,109.123
E07000234,E07000152,102.088
E07000237,E07000152,118.633
E07000236,E07000152,99.189
E09000021,E07000152,120.097
E09000008,E07000152,126.237
E09000006,E07000152,127.076
E09000018,E07000152,110.553
E09000009,E07000152,104.855
E09000016,E07000152,111.845
E09000017,E07000152,102.045
E09000015,E07000152,96.463
E09000005,E07000152,101.535
E09000003,E07000152,96.053
E09000022,E07000152,115.077
E09000028,E07000152,113.664
E09000023,E07000152,117.482
E09000011,E07000152,116.38
E09000004,E07000152,119.948
E09000010,E07000152,94.581
E09000031,E07000152,102.26
E09000026,E07000152,105.356
E09000029,E07000152,124.163
E09000027,E07000152,113.817
E09000024,E07000152,118.676
E09000032,E07000152,114.239
E09000013,E07000152,109.076
E09000020,E07000152,108.793
E09000033,E07000152,107.945
E09000007,E07000152,104.43
E09000030,E07000152,110.019
E09000019,E07000152,105.033
E09000012,E07000152,105.547
E09000014,E07000152,100.604
E09000025,E07000152,110.468
E09000002,E07000152,111.186
E09000001,E07000152,109.015
E08000016,E07000152,137.762
E08000025,E07000152,91.858
E08000001,E07000152,180.416
E08000032,E07000152,178.154
E08000002,E07000152,173.811
E08000033,E07000152,170.853
E08000031,E07000152,109.376
E08000026,E07000152,67.883
E08000017,E07000152,126.859
E08000027,E07000152,107.727
E08000037,E07000152,286.113
E08000034,E07000152,154.422
E08000011,E07000152,188.925
E08000035,E07000152,165.798
E08000012,E07000152,191.765
E08000003,E07000152,159.399
E08000021,E07000152,293.431
E08000022,E07000152,293.417
E08000004,E07000152,159.131
E08000005,E07000152,169.216
E08000018,E07000152,117.572
E08000006,E07000152,168.99
E08000028,E07000152,101.081
E08000014,E07000152,207.724
E08000019,E07000152,125.94
E08000029,E07000152,81.978
E08000023,E07000152,285.369
E08000007,E07000152,149.96
E08000013,E07000152,185.106
E08000024,E07000152,276.462
E08000008,E07000152,153.498
E08000009,E07000152,163.082
E08000036,E07000152,146.494
E08000030,E07000152,99.15
E08000010,E07000152,182.509
E08000015,E07000152,200.313
W06000011,E07000152,259.02
S12000041,E07000152,499.233
E06000022,E07000152,181.764
E06000055,E07000152,30.022
E06000008,E07000152,189.311
E06000009,E07000152,226.116
W06000019,E07000152,198.346
E06000028,E07000152,212.024
E06000036,E07000152,117.679
W06000014,E07000152,227.469
W06000018,E07000152,204.457
W06000022,E07000152,194.079
W06000012,E07000152,237.054
E06000056,E07000152,50.515
E06000049,E07000152,147.018
E06000050,E07000152,170.419
E06000023,E07000152,190.625
E06000015,E07000152,81.499
E06000010,E07000152,145.449
E06000016,E07000152,45.673
E06000018,E07000152,71.264
E06000031,E07000152,24.874
E06000045,E07000152,181.718
E06000021,E07000152,127.138
S12000005,E07000152,461.112
W06000003,E07000152,229.565
E06000047,E07000152,263.798
E06000019,E07000152,156.586
E06000005,E07000152,242.464
S12000042,E07000152,474.481
S12000008,E07000152,418.58
S12000045,E07000152,457.962
S12000011,E07000152,444.146
E06000011,E07000152,156.936
S12000014,E07000152,447.672
S12000046,E07000152,449.842
E06000006,E07000152,177.547
E06000001,E07000152,250.79
S12000018,E07000152,471.999
E06000032,E07000152,63.023
E06000035,E07000152,137.2
W06000024,E07000152,210.073
E06000002,E07000152,236.56
S12000019,E07000152,411.704
E06000042,E07000152,43.978
E06000012,E07000152,123.692
S12000044,E07000152,440.995
E06000013,E07000152,126.52
W06000013,E07000152,233.8
S12000024,E07000152,504.327
E06000029,E07000152,215.513
W06000023,E07000152,196.99
E06000038,E07000152,116.135
E06000003,E07000152,235.542
S12000038,E07000152,459.441
W06000016,E07000152,218.925
E06000017,E07000152,24.291
S12000026,E07000152,377.366
E06000051,E07000152,151.199
W06000004,E07000152,203.569
W06000010,E07000152,256.483
W06000005,E07000152,196.897
E06000039,E07000152,105.67
E06000033,E07000152,133.638
E06000025,E07000152,167.705
S12000029,E07000152,411.726
S12000030,E07000152,488.8
E06000004,E07000152,240.239
E06000030,E07000152,129.333
E06000020,E07000152,136.542
E06000043,E07000152,181.565
E06000034,E07000152,122.473
W06000020,E07000152,192.835
E06000027,E07000152,306.514
E06000007,E07000152,172.543
E06000037,E07000152,124.298
S12000039,E07000152,470.887
S12000040,E07000152,430.137
E06000054,E07000152,161.955
E06000040,E07000152,108.783
E06000041,E07000152,117.018
W06000006,E07000152,178.583
E06000014,E07000152,170.838
E07000144,E07000152,127.243
E07000147,E07000152,122.629
E07000044,E07000152,326.057
E07000046,E07000152,311.298
E06000046,E07000152,205.265
W06000001,E07000152,275.07
W06000002,E07000152,241.626
W06000015,E07000152,211.936
W06000008,E07000152,242.78
W06000021,E07000152,178.391
W06000009,E07000152,306
E06000024,E07000152,196.589
S12000017,E07000152,630.498
S12000020,E07000152,585.283
S12000023,E07000152,748.092
S12000013,E07000152,728.496
S12000035,E07000152,520.673
S12000034,E07000152,549.211
S12000015,E07000152,452.383
S12000033,E07000152,533.441
S12000036,E07000152,425.995
S12000010,E07000152,413.319
S12000027,E07000152,884.679
S12000021,E07000152,459.584
S12000006,E07000152,368.514
E06000044,E07000152,186.094
E06000026,E07000152,339.524
S12000028,E07000152,415.653
E06000057,E07000152,325.936
E06000052,E07000152,376.239
E06000053,E07000152,492.327
N92000002,E07000152,473.814
GI,E07000152,1854.667
E07000007,E07000151,75.876
E07000006,E07000151,90.176
E07000005,E07000151,76.357
E07000004,E07000151,48.444
E07000010,E07000151,80.244
E07000012,E07000151,78.761
E07000009,E07000151,91.586
E07000011,E07000151,56.74
E07000008,E07000151,81.671
E07000029,E07000151,279.987
E07000028,E07000151,317.46
E07000031,E07000151,250.542
E07000026,E07000151,303.741
E07000030,E07000151,276.043
E07000027,E07000151,247.871
E07000037,E07000151,130.068
E07000039,E07000151,66.954
E07000036,E07000151,71.815
E07000038,E07000151,104.751
E07000032,E07000151,84.237
E07000033,E07000151,101.267
E07000035,E07000151,100.314
E07000034,E07000151,107.278
E07000043,E07000151,241.779
E07000040,E07000151,229.257
E07000045,E07000151,262.634
E07000047,E07000151,278.208
E07000042,E07000151,236.256
E07000041,E07000151,246.198
E07000051,E07000151,196.694
E07000048,E07000151,180.34
E07000052,E07000151,200.663
E07000049,E07000151,173.472
E07000050,E07000151,176.767
E07000053,E07000151,213.475
E07000063,E07000151,175.388
E07000064,E07000151,187.376
E07000065,E07000151,173.063
E07000061,E07000151,194.032
E07000062,E07000151,196.139
E07000068,E07000151,119.972
E07000075,E07000151,151.006
E07000072,E07000151,106.353
E07000076,E07000151,156.27
E07000077,E07000151,100.343
E07000070,E07000151,123.815
E07000071,E07000151,139.809
E07000074,E07000151,142.668
E07000067,E07000151,119.635
E07000073,E07000151,100.039
E07000066,E07000151,131.745
E07000069,E07000151,142.438
E07000080,E07000151,112.736
E07000079,E07000151,80.251
E07000082,E07000151,107.879
E07000083,E07000151,82.203
E07000081,E07000151,96.777
E07000078,E07000151,84.307
E07000084,E07000151,116.435
E07000091,E07000151,166.962
E07000086,E07000151,155.025
E07000085,E07000151,138.23
E07000094,E07000151,143.736
E07000093,E07000151,135.891
E07000089,E07000151,115.167
E07000088,E07000151,168.206
E07000087,E07000151,163.213
E07000090,E07000151,164.407
E07000092,E07000151,117.568
E07000102,E07000151,83.291
E07000098,E07000151,88.444
E07000095,E07000151,95.07
E07000096,E07000151,69.208
E07000242,E07000151,87.146
E07000240,E07000151,77.487
E07000241,E07000151,84.64
E07000099,E07000151,70.75
E07000103,E07000151,84.589
E07000243,E07000151,74.551
E07000116,E07000151,168.254
E07000112,E07000151,199.136
E07000111,E07000151,143.112
E07000115,E07000151,151.164
E07000114,E07000151,196.338
E07000105,E07000151,184.525
E07000106,E07000151,187.538
E07000108,E07000151,202.754
E07000110,E07000151,164.598
E07000113,E07000151,167.956
E07000107,E07000151,133.082
E07000109,E07000151,141.941
E07000127,E07000151,189.433
E07000121,E07000151,224.556
E07000118,E07000151,184.207
E07000126,E07000151,192.624
E07000125,E07000151,173.736
E07000119,E07000151,206.046
E07000123,E07000151,199.759
E07000128,E07000151,213.954
E07000122,E07000151,188.435
E07000124,E07000151,200.18
E07000120,E07000151,183.975
E07000117,E07000151,180.766
E07000132,E07000151,40.74
E07000134,E07000151,54.319
E07000133,E07000151,55.004
E07000131,E07000151,24.992
E07000129,E07000151,30.779
E07000130,E07000151,47.303
E07000135,E07000151,30.319
E07000142,E07000151,125.815
E07000141,E07000151,69.841
E07000140,E07000151,87.267
E07000136,E07000151,100.899
E07000139,E07000151,94.349
E07000137,E07000151,126.794
E07000138,E07000151,106.435
E07000145,E07000151,187.594
E07000149,E07000151,159.658
E07000146,E07000151,112.751
E07000143,E07000151,131.685
E07000148,E07000151,162.225
E07000155,E07000151,21.509
E07000152,E07000151,39.036
E07000151,E07000151,0
E07000156,E07000151,23.121
E07000153,E07000151,22.825
E07000154,E07000151,13.795
E07000150,E07000151,31.454
E07000168,E07000151,229.785
E07000169,E07000151,163.76
E07000163,E07000151,210.145
E07000166,E07000151,235.094
E07000165,E07000151,198.215
E07000167,E07000151,211.182
E07000164,E07000151,220.001
E07000171,E07000151,113.275
E07000176,E07000151,65.066
E07000173,E07000151,79.394
E07000170,E07000151,87.524
E07000175,E07000151,90.301
E07000172,E07000151,74.88
E07000174,E07000151,95.455
E07000180,E07000151,80.503
E07000179,E07000151,75.903
E07000177,E07000151,42.671
E07000181,E07000151,61.807
E07000178,E07000151,63.829
E07000191,E07000151,213.866
E07000187,E07000151,161.219
E07000190,E07000151,205.801
E07000189,E07000151,187.142
E07000188,E07000151,181.969
E07000198,E07000151,105.763
E07000196,E07000151,84.035
E07000194,E07000151,65.972
E07000195,E07000151,114.286
E07000197,E07000151,96.688
E07000193,E07000151,79.903
E07000192,E07000151,77.101
E07000199,E07000151,54.97
E07000206,E07000151,179.679
E07000200,E07000151,137.504
E07000205,E07000151,168.889
E07000204,E07000151,117.892
E07000201,E07000151,107.746
E07000203,E07000151,146.273
E07000202,E07000151,153.74
E07000216,E07000151,132.849
E07000215,E07000151,139.573
E07000217,E07000151,116.422
E07000214,E07000151,111.32
E07000212,E07000151,108.358
E07000209,E07000151,123.467
E07000211,E07000151,132.158
E07000210,E07000151,132.526
E07000207,E07000151,115.842
E07000213,E07000151,106.878
E07000208,E07000151,121.435
E07000218,E07000151,47.087
E07000220,E07000151,20.537
E07000222,E07000151,36.576
E07000221,E07000151,42.094
E07000219,E07000151,35.643
E07000224,E07000151,167.4
E07000223,E07000151,171.72
E07000225,E07000151,154.777
E07000228,E07000151,157.521
E07000227,E07000151,154.453
E07000229,E07000151,171.443
E07000226,E07000151,145.317
E07000235,E07000151,89.739
E07000239,E07000151,83.842
E07000238,E07000151,70.512
E07000234,E07000151,66.134
E07000237,E07000151,80.493
E07000236,E07000151,61.736
E09000021,E07000151,115.793
E09000008,E07000151,125.719
E09000006,E07000151,129.492
E09000018,E07000151,105.311
E09000009,E07000151,101.117
E09000016,E07000151,120.923
E09000017,E07000151,95.6
E09000015,E07000151,93.51
E09000005,E07000151,99.889
E09000003,E07000151,96.849
E09000022,E07000151,115.304
E09000028,E07000151,115.161
E09000023,E07000151,119.682
E09000011,E07000151,120.556
E09000004,E07000151,125.554
E09000010,E07000151,99.139
E09000031,E07000151,107.311
E09000026,E07000151,112.117
E09000029,E07000151,121.892
E09000027,E07000151,109.551
E09000024,E07000151,116.584
E09000032,E07000151,112.952
E09000013,E07000151,107.615
E09000020,E07000151,108.087
E09000033,E07000151,108.162
E09000007,E07000151,105.266
E09000030,E07000151,113.072
E09000019,E07000151,107
E09000012,E07000151,108.645
E09000014,E07000151,103.421
E09000025,E07000151,115.248
E09000002,E07000151,118.219
E09000001,E07000151,110.784
E08000016,E07000151,139.559
E08000025,E07000151,59.421
E08000001,E07000151,169.751
E08000032,E07000151,178.435
E08000002,E07000151,165.023
E08000033,E07000151,168.19
E08000031,E07000151,78.982
E08000026,E07000151,34.011
E08000017,E07000151,136.686
E08000027,E07000151,74.505
E08000037,E07000151,294.435
E08000034,E07000151,153.584
E08000011,E07000151,172.249
E08000035,E07000151,170.737
E08000012,E07000151,173.929
E08000003,E07000151,149.352
E08000021,E07000151,302.171
E08000022,E07000151,303.332
E08000004,E07000151,153.107
E08000005,E07000151,162.745
E08000018,E07000151,122.602
E08000006,E07000151,157.95
E08000028,E07000151,69.007
E08000014,E07000151,191.83
E08000019,E07000151,125.714
E08000029,E07000151,47.471
E08000023,E07000151,295.727
E08000007,E07000151,140.239
E08000013,E07000151,169.961
E08000024,E07000151,286.562
E08000008,E07000151,146.125
E08000009,E07000151,150.987
E08000036,E07000151,151.572
E08000030,E07000151,69.892
E08000010,E07000151,169.706
E08000015,E07000151,180.786
W06000011,E07000151,220.124
S12000041,E07000151,505.134
E06000022,E07000151,145.147
E06000055,E07000151,41.467
E06000008,E07000151,180.338
E06000009,E07000151,213.623
W06000019,E07000151,159.335
E06000028,E07000151,183.861
E06000036,E07000151,103.195
W06000014,E07000151,188.609
W06000018,E07000151,165.433
W06000022,E07000151,155.3
W06000012,E07000151,198.103
E06000056,E07000151,54.193
E06000049,E07000151,130.244
E06000050,E07000151,150.478
E06000023,E07000151,152.557
E06000015,E07000151,72.201
E06000010,E07000151,167.605
E06000016,E07000151,36.224
E06000018,E07000151,72.231
E06000031,E07000151,63.075
E06000045,E07000151,157.48
E06000021,E07000151,108.615
S12000005,E07000151,461.309
W06000003,E07000151,203.404
E06000047,E07000151,269.885
E06000019,E07000151,118.322
E06000005,E07000151,250.651
S12000042,E07000151,479.49
S12000008,E07000151,412.686
S12000045,E07000151,455.031
S12000011,E07000151,439.561
E06000011,E07000151,176.76
S12000014,E07000151,446.982
S12000046,E07000151,446.296
E06000006,E07000151,160.431
E06000001,E07000151,262.16
S12000018,E07000151,466.532
E06000032,E07000151,63.405
E06000035,E07000151,149.053
W06000024,E07000151,171.08
E06000002,E07000151,247.984
S12000019,E07000151,413.811
E06000042,E07000151,33.612
E06000012,E07000151,149.842
S12000044,E07000151,438.973
E06000013,E07000151,145.433
W06000013,E07000151,194.767
S12000024,E07000151,505.756
E06000029,E07000151,186.425
W06000023,E07000151,160.977
E06000038,E07000151,96.095
E06000003,E07000151,248.961
S12000038,E07000151,454.537
W06000016,E07000151,179.892
E06000017,E07000151,46.744
S12000026,E07000151,380.276
E06000051,E07000151,119.872
W06000004,E07000151,178.111
W06000010,E07000151,218.296
W06000005,E07000151,174.427
E06000039,E07000151,95.287
E06000033,E07000151,149.75
E06000025,E07000151,129.927
S12000029,E07000151,409.065
S12000030,E07000151,486.697
E06000004,E07000151,250.662
E06000030,E07000151,95.617
E06000020,E07000151,108.055
E06000043,E07000151,175.636
E06000034,E07000151,132.97
W06000020,E07000151,153.814
E06000027,E07000151,270.792
E06000007,E07000151,157.858
E06000037,E07000151,97.964
S12000039,E07000151,466.797
S12000040,E07000151,430.022
E06000054,E07000151,129.078
E06000040,E07000151,95.425
E06000041,E07000151,99.262
W06000006,E07000151,152.899
E06000014,E07000151,182.761
E07000144,E07000151,165.773
E07000147,E07000151,161.646
E07000044,E07000151,289.788
E07000046,E07000151,272.819
E06000046,E07000151,183.214
W06000001,E07000151,248.83
W06000002,E07000151,211.562
W06000015,E07000151,173.1
W06000008,E07000151,206.445
W06000021,E07000151,139.37
W06000009,E07000151,268.046
E06000024,E07000151,158.74
S12000017,E07000151,631.565
S12000020,E07000151,591.457
S12000023,E07000151,757.448
S12000013,E07000151,724.418
S12000035,E07000151,513.372
S12000034,E07000151,557.416
S12000015,E07000151,455.875
S12000033,E07000151,543.399
S12000036,E07000151,427.532
S12000010,E07000151,417.97
S12000027,E07000151,899.354
S12000021,E07000151,451.712
S12000006,E07000151,361.764
E06000044,E07000151,166.349
E06000026,E07000151,302.54
S12000028,E07000151,406.647
E06000057,E07000151,332.323
E06000052,E07000151,338.162
E06000053,E07000151,453.795
N92000002,E07000151,453.392
GI,E07000151,1831.572
E07000007,E07000156,71.385
E07000006,E07000156,81.792
E07000005,E07000156,67.802
E07000004,E07000156,45.574
E07000010,E07000156,60.836
E07000012,E07000156,55.703
E07000009,E07000156,68.94
E07000011,E07000156,34.837
E07000008,E07000156,58.556
E07000029,E07000156,295.462
E07000028,E07000156,329.11
E07000031,E07000156,264.665
E07000026,E07000156,317.719
E07000030,E07000156,288.057
E07000027,E07000156,264.031
E07000037,E07000156,143.866
E07000039,E07000156,83.369
E07000036,E07000156,83.886
E07000038,E07000156,115.57
E07000032,E07000156,96.988
E07000033,E07000156,110.039
E07000035,E07000156,114.61
E07000034,E07000156,117.338
E07000043,E07000156,259.546
E07000040,E07000156,243.058
E07000045,E07000156,277.159
E07000047,E07000156,294.166
E07000042,E07000156,251.932
E07000041,E07000156,260.839
E07000051,E07000156,203.993
E07000048,E07000156,185.433
E07000052,E07000156,211.426
E07000049,E07000156,180.499
E07000050,E07000156,186.235
E07000053,E07000156,222.498
E07000063,E07000156,164.072
E07000064,E07000156,172.062
E07000065,E07000156,159.85
E07000061,E07000156,181.341
E07000062,E07000156,181.109
E07000068,E07000156,100.788
E07000075,E07000156,130.199
E07000072,E07000156,87.423
E07000076,E07000156,133.556
E07000077,E07000156,78.497
E07000070,E07000156,103.079
E07000071,E07000156,117.317
E07000074,E07000156,121.172
E07000067,E07000156,97.144
E07000073,E07000156,80.697
E07000066,E07000156,112.21
E07000069,E07000156,122.773
E07000080,E07000156,132.171
E07000079,E07000156,96.451
E07000082,E07000156,125.447
E07000083,E07000156,101.561
E07000081,E07000156,115.531
E07000078,E07000156,102.92
E07000084,E07000156,117.75
E07000091,E07000156,171.091
E07000086,E07000156,156.582
E07000085,E07000156,135.986
E07000094,E07000156,144.455
E07000093,E07000156,140.252
E07000089,E07000156,112.29
E07000088,E07000156,167.785
E07000087,E07000156,163.522
E07000090,E07000156,162.362
E07000092,E07000156,112.892
E07000102,E07000156,71.839
E07000098,E07000156,74.091
E07000095,E07000156,77.472
E07000096,E07000156,57.895
E07000242,E07000156,67.384
E07000240,E07000156,62.731
E07000241,E07000156,67.988
E07000099,E07000156,51.019
E07000103,E07000156,72.129
E07000243,E07000156,55.712
E07000116,E07000156,152.582
E07000112,E07000156,181.041
E07000111,E07000156,128.083
E07000115,E07000156,134.835
E07000114,E07000156,175.544
E07000105,E07000156,166.773
E07000106,E07000156,167.745
E07000108,E07000156,182.809
E07000110,E07000156,147.246
E07000113,E07000156,148.804
E07000107,E07000156,116.177
E07000109,E07000156,124.347
E07000127,E07000156,207.071
E07000121,E07000156,239.103
E07000118,E07000156,200.604
E07000126,E07000156,208.905
E07000125,E07000156,188.038
E07000119,E07000156,222.863
E07000123,E07000156,215.523
E07000128,E07000156,229.884
E07000122,E07000156,201.336
E07000124,E07000156,214.265
E07000120,E07000156,198.572
E07000117,E07000156,194.33
E07000132,E07000156,58.861
E07000134,E07000156,69.925
E07000133,E07000156,57.415
E07000131,E07000156,34.463
E07000129,E07000156,46.872
E07000130,E07000156,58.001
E07000135,E07000156,42.191
E07000142,E07000156,123.95
E07000141,E07000156,64.387
E07000140,E07000156,73.103
E07000136,E07000156,89.514
E07000139,E07000156,90.075
E07000137,E07000156,118.14
E07000138,E07000156,104.777
E07000145,E07000156,166.032
E07000149,E07000156,137.651
E07000146,E07000156,93.993
E07000143,E07000156,110.533
E07000148,E07000156,140.901
E07000155,E07000156,29.116
E07000152,E07000156,22.848
E07000151,E07000156,23.121
E07000156,E07000156,0
E07000153,E07000156,15.811
E07000154,E07000156,12.991
E07000150,E07000156,23.531
E07000168,E07000156,231.331
E07000169,E07000156,169.185
E07000163,E07000156,222.007
E07000166,E07000156,244.643
E07000165,E07000156,206.565
E07000167,E07000156,214.121
E07000164,E07000156,226.048
E07000171,E07000156,117.437
E07000176,E07000156,71.674
E07000173,E07000156,86.865
E07000170,E07000156,96.826
E07000175,E07000156,94.072
E07000172,E07000156,85.166
E07000174,E07000156,103.028
E07000180,E07000156,88.296
E07000179,E07000156,76.821
E07000177,E07000156,53.165
E07000181,E07000156,73.997
E07000178,E07000156,69.524
E07000191,E07000156,230.89
E07000187,E07000156,174.816
E07000190,E07000156,220.878
E07000189,E07000156,199.999
E07000188,E07000156,197.438
E07000198,E07000156,122.927
E07000196,E07000156,106.364
E07000194,E07000156,86.533
E07000195,E07000156,134.067
E07000197,E07000156,117.193
E07000193,E07000156,98.251
E07000192,E07000156,98.179
E07000199,E07000156,75.654
E07000206,E07000156,157.173
E07000200,E07000156,114.45
E07000205,E07000156,145.801
E07000204,E07000156,94.837
E07000201,E07000156,85.124
E07000203,E07000156,123.279
E07000202,E07000156,130.641
E07000216,E07000156,126.697
E07000215,E07000156,126.71
E07000217,E07000156,108.835
E07000214,E07000156,105.139
E07000212,E07000156,100.14
E07000209,E07000156,116.148
E07000211,E07000156,120.559
E07000210,E07000156,122.587
E07000207,E07000156,105.849
E07000213,E07000156,97.459
E07000208,E07000156,110.005
E07000218,E07000156,68.655
E07000220,E07000156,43.325
E07000222,E07000156,59.541
E07000221,E07000156,63.356
E07000219,E07000156,57.122
E07000224,E07000156,161.236
E07000223,E07000156,163.084
E07000225,E07000156,150.201
E07000228,E07000156,146.631
E07000227,E07000156,145.917
E07000229,E07000156,163.717
E07000226,E07000156,134.385
E07000235,E07000156,112.086
E07000239,E07000156,106.948
E07000238,E07000156,92.456
E07000234,E07000156,89.233
E07000237,E07000156,102.854
E07000236,E07000156,84.559
E09000021,E07000156,104.306
E09000008,E07000156,112.323
E09000006,E07000156,114.674
E09000018,E07000156,94.2
E09000009,E07000156,89.083
E09000016,E07000156,103.028
E09000017,E07000156,85.021
E09000015,E07000156,80.89
E09000005,E07000156,86.689
E09000003,E07000156,82.318
E09000022,E07000156,101.386
E09000028,E07000156,100.604
E09000023,E07000156,104.844
E09000011,E07000156,104.79
E09000004,E07000156,109.201
E09000010,E07000156,82.84
E09000031,E07000156,90.941
E09000026,E07000156,95.068
E09000029,E07000156,109.371
E09000027,E07000156,97.953
E09000024,E07000156,103.897
E09000032,E07000156,99.784
E09000013,E07000156,94.455
E09000020,E07000156,94.538
E09000033,E07000156,94.138
E09000007,E07000156,90.878
E09000030,E07000156,97.727
E09000019,E07000156,92.08
E09000012,E07000156,93.206
E09000014,E07000156,88.024
E09000025,E07000156,99.129
E09000002,E07000156,101.143
E09000001,E07000156,96.025
E08000016,E07000156,149.402
E08000025,E07000156,82.207
E08000001,E07000156,185.816
E08000032,E07000156,189.36
E08000002,E07000156,180.224
E08000033,E07000156,180.521
E08000031,E07000156,101.46
E08000026,E07000156,56.84
E08000017,E07000156,142.147
E08000027,E07000156,97.487
E08000037,E07000156,301.483
E08000034,E07000156,164.9
E08000011,E07000156,190.822
E08000035,E07000156,179.177
E08000012,E07000156,192.955
E08000003,E07000156,165.01
E08000021,E07000156,308.998
E08000022,E07000156,309.49
E08000004,E07000156,166.947
E08000005,E07000156,176.865
E08000018,E07000156,130.542
E08000006,E07000156,174.107
E08000028,E07000156,91.782
E08000014,E07000156,210.178
E08000019,E07000156,136.442
E08000029,E07000156,70.513
E08000023,E07000156,301.615
E08000007,E07000156,155.679
E08000013,E07000156,187.915
E08000024,E07000156,292.58
E08000008,E07000156,160.541
E08000009,E07000156,167.555
E08000036,E07000156,159.792
E08000030,E07000156,92.011
E08000010,E07000156,186.691
E08000015,E07000156,200.464
W06000011,E07000156,241.054
S12000041,E07000156,513.79
E06000022,E07000156,159.698
E06000055,E07000156,19.454
E06000008,E07000156,195.71
E06000009,E07000156,230.667
W06000019,E07000156,179.844
E06000028,E07000156,189.422
E06000036,E07000156,97.867
W06000014,E07000156,207.397
W06000018,E07000156,185.199
W06000022,E07000156,173.873
W06000012,E07000156,218.867
E06000056,E07000156,36.539
E06000049,E07000156,148.604
E06000050,E07000156,170.174
E06000023,E07000156,169.441
E06000015,E07000156,86.327
E06000010,E07000156,165.727
E06000016,E07000156,48.131
E06000018,E07000156,81.174
E06000031,E07000156,47.412
E06000045,E07000156,159.703
E06000021,E07000156,127.472
S12000005,E07000156,472.934
W06000003,E07000156,225.242
E06000047,E07000156,278.115
E06000019,E07000156,140.438
E06000005,E07000156,257.664
S12000042,E07000156,488.612
S12000008,E07000156,427.21
S12000045,E07000156,468.197
S12000011,E07000156,453.503
E06000011,E07000156,176.467
S12000014,E07000156,459.04
S12000046,E07000156,459.751
E06000006,E07000156,179.117
E06000001,E07000156,267.381
S12000018,E07000156,480.91
E06000032,E07000156,47.987
E06000035,E07000156,130.359
W06000024,E07000156,191.682
E06000002,E07000156,253.135
S12000019,E07000156,424.409
E06000042,E07000156,22.737
E06000012,E07000156,145.096
S12000044,E07000156,451.682
E06000013,E07000156,145.54
W06000013,E07000156,214.649
S12000024,E07000156,516.789
E06000029,E07000156,192.813
W06000023,E07000156,183.971
E06000038,E07000156,94.72
E06000003,E07000156,252.933
S12000038,E07000156,468.642
W06000016,E07000156,200.06
E06000017,E07000156,41.672
S12000026,E07000156,390.414
E06000051,E07000156,142.686
W06000004,E07000156,199.704
W06000010,E07000156,240.314
W06000005,E07000156,195.096
E06000039,E07000156,87.129
E06000033,E07000156,129.563
E06000025,E07000156,146.335
S12000029,E07000156,422.054
S12000030,E07000156,499.488
E06000004,E07000156,256.403
E06000030,E07000156,106.665
E06000020,E07000156,130.225
E06000043,E07000156,165.597
E06000034,E07000156,114.649
W06000020,E07000156,173.586
E06000027,E07000156,284.029
E06000007,E07000156,175.56
E06000037,E07000156,101.752
S12000039,E07000156,480.529
S12000040,E07000156,441.774
E06000054,E07000156,139.154
E06000040,E07000156,89.227
E06000041,E07000156,96.208
W06000006,E07000156,174.485
E06000014,E07000156,187.362
E07000144,E07000156,144.88
E07000147,E07000156,142.125
E07000044,E07000156,303.719
E07000046,E07000156,290.409
E06000046,E07000156,183.797
W06000001,E07000156,270.755
W06000002,E07000156,234.284
W06000015,E07000156,191.832
W06000008,E07000156,229.347
W06000021,E07000156,159.182
W06000009,E07000156,290.212
E06000024,E07000156,175.201
S12000017,E07000156,642.859
S12000020,E07000156,600.017
S12000023,E07000156,764.283
S12000013,E07000156,738.286
S12000035,E07000156,528.624
S12000034,E07000156,564.823
S12000015,E07000156,465.789
S12000033,E07000156,549.793
S12000036,E07000156,438.44
S12000010,E07000156,427.227
S12000027,E07000156,903.032
S12000021,E07000156,467.173
S12000006,E07000156,376.62
E06000044,E07000156,165.163
E06000026,E07000156,317.458
S12000028,E07000156,422.566
E06000057,E07000156,340.52
E06000052,E07000156,354.861
E06000053,E07000156,471.421
N92000002,E07000156,473.771
GI,E07000156,1833.377
E07000007,E07000153,86.493
E07000006,E07000153,97.497
E07000005,E07000153,83.48
E07000004,E07000153,59.96
E07000010,E07000153,58.127
E07000012,E07000153,64.261
E07000009,E07000153,72.765
E07000011,E07000153,37.521
E07000008,E07000153,66.245
E07000029,E07000153,280.927
E07000028,E07000153,313.598
E07000031,E07000153,249.724
E07000026,E07000153,302.699
E07000030,E07000153,272.622
E07000027,E07000153,249.795
E07000037,E07000153,129.05
E07000039,E07000153,70.126
E07000036,E07000153,68.956
E07000038,E07000153,100.157
E07000032,E07000153,82.121
E07000033,E07000153,94.36
E07000035,E07000153,100.098
E07000034,E07000153,101.797
E07000043,E07000153,264.599
E07000040,E07000153,251.337
E07000045,E07000153,284.939
E07000047,E07000153,300.838
E07000042,E07000153,258.819
E07000041,E07000153,268.526
E07000051,E07000153,215.889
